service_center,appointment_type,channel,scheduled_date,technician_utilization_pct,outcome_status
"Chicago, IL",Brake Fluid/Caliper Service,Collision Center,2026-04-17,70.7,Completed
"Austin, TX",Alignment,Service Center,2026-04-17,60.1,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Service Center,2026-04-17,75.3,Completed
"Denver, CO",Collision Repair,Service Center,2026-04-17,91.3,Cancelled
"Seattle, WA",Warranty Repair,Mobile Service,2026-04-17,75.2,Cancelled
"Fremont, CA",Warranty Repair,Service Center,2026-04-17,82.8,Rescheduled
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-04-17,56.2,Completed
"Chicago, IL",Tire Rotation,Service Center,2026-04-17,95.1,Rescheduled
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-04-17,90.7,Completed
"Fremont, CA",Tire Rotation,Mobile Service,2026-04-17,80.2,Completed
"Seattle, WA",Warranty Repair,Mobile Service,2026-04-17,72.5,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Service Center,2026-04-17,69.7,Completed
"Toronto, ON",Tire Rotation,Service Center,2026-04-17,79.6,Completed
"Fremont, CA",Warranty Repair,Service Center,2026-04-17,68.4,Cancelled
"Seattle, WA",Tire Rotation,Service Center,2026-04-17,100.0,Rescheduled
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-04-17,65.2,Completed
"Fremont, CA",Alignment,Service Center,2026-04-17,53.4,Completed
"Seattle, WA",Warranty Repair,Mobile Service,2026-04-17,81.8,Cancelled
"Seattle, WA",Tire Rotation,Service Center,2026-04-17,65.9,Rescheduled
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-04-17,64.3,Completed
"Toronto, ON",Alignment,Service Center,2026-04-17,100.0,Completed
"Fremont, CA",12V Battery Service,Mobile Service,2026-04-17,72.8,Rescheduled
"Toronto, ON",Tire Rotation,Service Center,2026-04-17,100.0,Completed
"Seattle, WA",Alignment,Mobile Service,2026-04-17,65.4,Completed
"Denver, CO",Warranty Repair,Service Center,2026-04-17,76.0,Completed
"Fremont, CA",Warranty Repair,Service Center,2026-04-17,61.4,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-04-17,62.9,Completed
"Denver, CO",Alignment,Service Center,2026-04-17,70.1,Cancelled
"Toronto, ON",Warranty Repair,Service Center,2026-04-17,60.0,Cancelled
"Toronto, ON",Collision Repair,Mobile Service,2026-04-17,78.5,Completed
"Chicago, IL",Collision Repair,Mobile Service,2026-04-17,90.9,Completed
"Chicago, IL",Tire Rotation,Service Center,2026-04-17,71.4,Cancelled
"Fremont, CA",Warranty Repair,Mobile Service,2026-04-17,100.0,Completed
"Denver, CO",Brake Fluid/Caliper Service,Mobile Service,2026-04-17,85.6,Completed
"Austin, TX",Alignment,Service Center,2026-04-17,79.8,Completed
"Toronto, ON",Alignment,Service Center,2026-04-17,61.3,Rescheduled
"Seattle, WA",Tire Rotation,Service Center,2026-04-17,84.6,Cancelled
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-04-17,45.7,Cancelled
"Toronto, ON",12V Battery Service,Service Center,2026-04-17,74.0,Completed
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-04-17,55.4,Cancelled
"Denver, CO",12V Battery Service,Service Center,2026-04-17,76.4,Cancelled
"Chicago, IL",Warranty Repair,Mobile Service,2026-04-17,77.1,Rescheduled
"Fremont, CA",Tire Rotation,Service Center,2026-04-17,100.0,Cancelled
"Toronto, ON",Brake Fluid/Caliper Service,Service Center,2026-04-18,44.7,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Mobile Service,2026-04-18,65.9,Cancelled
"Seattle, WA",12V Battery Service,Collision Center,2026-04-18,61.5,Completed
"Toronto, ON",Alignment,Mobile Service,2026-04-18,65.1,Completed
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-04-18,92.6,Rescheduled
"Austin, TX",Collision Repair,Mobile Service,2026-04-18,86.9,Completed
"Toronto, ON",12V Battery Service,Mobile Service,2026-04-18,58.2,Cancelled
"Fremont, CA",Alignment,Mobile Service,2026-04-18,75.3,Cancelled
"Chicago, IL",Alignment,Mobile Service,2026-04-18,82.9,Completed
"Chicago, IL",Warranty Repair,Service Center,2026-04-18,56.9,Completed
"Denver, CO",Warranty Repair,Service Center,2026-04-18,63.9,Completed
"Austin, TX",Collision Repair,Mobile Service,2026-04-18,98.7,Rescheduled
"Seattle, WA",Warranty Repair,Mobile Service,2026-04-18,71.6,Completed
"Seattle, WA",12V Battery Service,Service Center,2026-04-18,73.8,Completed
"Denver, CO",Alignment,Mobile Service,2026-04-18,79.0,Rescheduled
"Toronto, ON",12V Battery Service,Mobile Service,2026-04-18,74.6,Cancelled
"Chicago, IL",Collision Repair,Service Center,2026-04-18,86.5,Completed
"Fremont, CA",Alignment,Service Center,2026-04-18,82.6,Completed
"Austin, TX",Collision Repair,Mobile Service,2026-04-18,74.3,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-04-18,79.7,Completed
"Chicago, IL",Warranty Repair,Service Center,2026-04-18,75.0,Rescheduled
"Fremont, CA",Warranty Repair,Service Center,2026-04-18,87.0,Rescheduled
"Seattle, WA",Brake Fluid/Caliper Service,Mobile Service,2026-04-18,73.1,Cancelled
"Denver, CO",Tire Rotation,Service Center,2026-04-18,79.3,Completed
"Fremont, CA",Warranty Repair,Service Center,2026-04-18,75.2,Completed
"Denver, CO",Collision Repair,Service Center,2026-04-18,73.6,Completed
"Seattle, WA",12V Battery Service,Mobile Service,2026-04-18,86.0,Completed
"Denver, CO",Warranty Repair,Service Center,2026-04-18,86.8,Rescheduled
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-04-18,63.6,Completed
"Denver, CO",Collision Repair,Service Center,2026-04-18,59.2,Rescheduled
"Fremont, CA",Brake Fluid/Caliper Service,Service Center,2026-04-18,80.4,Completed
"Seattle, WA",Cabin/HEPA Filter Replacement,Service Center,2026-04-18,92.4,Completed
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-04-18,85.7,Cancelled
"Denver, CO",Alignment,Service Center,2026-04-18,95.9,Cancelled
"Chicago, IL",Cabin/HEPA Filter Replacement,Mobile Service,2026-04-18,67.0,Completed
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-04-18,100.0,Completed
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-04-18,65.9,Rescheduled
"Fremont, CA",Collision Repair,Service Center,2026-04-18,74.7,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Service Center,2026-04-18,66.5,Completed
"Chicago, IL",Collision Repair,Mobile Service,2026-04-18,78.8,Completed
"Toronto, ON",Warranty Repair,Collision Center,2026-04-18,100.0,Cancelled
"Chicago, IL",Warranty Repair,Service Center,2026-04-18,79.1,Completed
"Fremont, CA",Warranty Repair,Mobile Service,2026-04-18,88.6,Completed
"Denver, CO",Brake Fluid/Caliper Service,Mobile Service,2026-04-18,97.1,Completed
"Austin, TX",Warranty Repair,Mobile Service,2026-04-18,100.0,Completed
"Toronto, ON",Collision Repair,Service Center,2026-04-18,69.8,Completed
"Denver, CO",Tire Rotation,Service Center,2026-04-18,54.7,Completed
"Toronto, ON",Collision Repair,Service Center,2026-04-18,67.5,Cancelled
"Seattle, WA",Tire Rotation,Service Center,2026-04-18,89.5,Completed
"Chicago, IL",Warranty Repair,Service Center,2026-04-18,94.8,Cancelled
"Chicago, IL",Warranty Repair,Collision Center,2026-04-18,63.7,Rescheduled
"Denver, CO",12V Battery Service,Service Center,2026-04-18,81.9,Cancelled
"Fremont, CA",Tire Rotation,Mobile Service,2026-04-18,81.2,Rescheduled
"Denver, CO",Alignment,Service Center,2026-04-18,96.1,Rescheduled
"Denver, CO",Warranty Repair,Service Center,2026-04-18,83.5,Completed
"Austin, TX",Tire Rotation,Mobile Service,2026-04-18,72.5,Completed
"Toronto, ON",Alignment,Service Center,2026-04-18,68.7,Completed
"Chicago, IL",Tire Rotation,Service Center,2026-04-18,68.3,Cancelled
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-04-18,89.7,Completed
"Chicago, IL",12V Battery Service,Service Center,2026-04-18,98.1,Rescheduled
"Austin, TX",Collision Repair,Service Center,2026-04-18,88.0,Rescheduled
"Toronto, ON",Tire Rotation,Service Center,2026-04-18,70.3,Cancelled
"Fremont, CA",12V Battery Service,Service Center,2026-04-19,83.2,Rescheduled
"Toronto, ON",Alignment,Mobile Service,2026-04-19,68.2,Completed
"Fremont, CA",12V Battery Service,Mobile Service,2026-04-19,92.6,Cancelled
"Toronto, ON",Alignment,Service Center,2026-04-19,84.3,Rescheduled
"Austin, TX",12V Battery Service,Mobile Service,2026-04-19,63.3,Completed
"Austin, TX",Warranty Repair,Service Center,2026-04-19,88.9,Rescheduled
"Chicago, IL",Tire Rotation,Mobile Service,2026-04-19,85.3,Cancelled
"Denver, CO",Alignment,Mobile Service,2026-04-19,62.2,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Mobile Service,2026-04-19,80.4,Completed
"Austin, TX",Tire Rotation,Service Center,2026-04-19,86.9,Cancelled
"Toronto, ON",Tire Rotation,Mobile Service,2026-04-19,83.0,Completed
"Denver, CO",Alignment,Mobile Service,2026-04-19,57.7,Completed
"Denver, CO",Alignment,Mobile Service,2026-04-19,64.5,Rescheduled
"Denver, CO",Warranty Repair,Mobile Service,2026-04-19,74.0,Cancelled
"Austin, TX",12V Battery Service,Service Center,2026-04-19,66.2,Rescheduled
"Chicago, IL",Collision Repair,Mobile Service,2026-04-19,99.3,Cancelled
"Chicago, IL",Tire Rotation,Service Center,2026-04-19,68.4,Completed
"Denver, CO",Tire Rotation,Service Center,2026-04-19,69.7,Completed
"Chicago, IL",Tire Rotation,Mobile Service,2026-04-19,71.4,Completed
"Chicago, IL",12V Battery Service,Mobile Service,2026-04-19,100.0,Completed
"Fremont, CA",Warranty Repair,Service Center,2026-04-19,71.7,Completed
"Seattle, WA",12V Battery Service,Mobile Service,2026-04-19,97.2,Completed
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-04-19,77.6,Cancelled
"Seattle, WA",Collision Repair,Service Center,2026-04-19,60.2,Completed
"Austin, TX",Collision Repair,Service Center,2026-04-19,83.7,Rescheduled
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-04-19,95.1,Cancelled
"Fremont, CA",12V Battery Service,Service Center,2026-04-19,70.5,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Service Center,2026-04-19,64.6,Cancelled
"Denver, CO",Collision Repair,Mobile Service,2026-04-19,67.2,Cancelled
"Denver, CO",Collision Repair,Service Center,2026-04-19,55.1,Completed
"Denver, CO",Collision Repair,Service Center,2026-04-19,66.7,Completed
"Toronto, ON",Warranty Repair,Service Center,2026-04-19,62.4,Completed
"Chicago, IL",Warranty Repair,Service Center,2026-04-19,97.5,Rescheduled
"Austin, TX",Tire Rotation,Collision Center,2026-04-19,41.9,Completed
"Denver, CO",12V Battery Service,Service Center,2026-04-19,47.5,Rescheduled
"Fremont, CA",Tire Rotation,Mobile Service,2026-04-19,65.3,Rescheduled
"Fremont, CA",Collision Repair,Service Center,2026-04-19,57.9,Cancelled
"Denver, CO",12V Battery Service,Service Center,2026-04-19,62.5,Cancelled
"Austin, TX",Tire Rotation,Service Center,2026-04-19,79.8,Cancelled
"Chicago, IL",Tire Rotation,Service Center,2026-04-19,86.6,Rescheduled
"Denver, CO",Cabin/HEPA Filter Replacement,Collision Center,2026-04-19,85.1,Cancelled
"Toronto, ON",Collision Repair,Service Center,2026-04-19,89.2,Cancelled
"Seattle, WA",Warranty Repair,Mobile Service,2026-04-19,85.5,Completed
"Austin, TX",12V Battery Service,Mobile Service,2026-04-19,68.0,Completed
"Chicago, IL",12V Battery Service,Service Center,2026-04-19,85.9,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Mobile Service,2026-04-19,52.7,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-04-19,66.6,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-04-19,74.8,Completed
"Denver, CO",12V Battery Service,Service Center,2026-04-19,74.4,Completed
"Austin, TX",Alignment,Service Center,2026-04-19,84.0,Cancelled
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-04-19,40.0,Completed
"Denver, CO",Tire Rotation,Mobile Service,2026-04-19,63.3,Rescheduled
"Fremont, CA",12V Battery Service,Service Center,2026-04-19,66.2,Rescheduled
"Chicago, IL",Brake Fluid/Caliper Service,Mobile Service,2026-04-19,100.0,Cancelled
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-04-19,66.8,Cancelled
"Chicago, IL",Brake Fluid/Caliper Service,Mobile Service,2026-04-19,61.2,Completed
"Chicago, IL",Alignment,Mobile Service,2026-04-19,82.1,Cancelled
"Chicago, IL",Cabin/HEPA Filter Replacement,Mobile Service,2026-04-20,82.6,Cancelled
"Denver, CO",Collision Repair,Service Center,2026-04-20,40.4,Cancelled
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-04-20,67.1,Completed
"Fremont, CA",Collision Repair,Service Center,2026-04-20,89.1,Rescheduled
"Fremont, CA",Warranty Repair,Mobile Service,2026-04-20,73.9,Completed
"Chicago, IL",Cabin/HEPA Filter Replacement,Mobile Service,2026-04-20,93.3,Cancelled
"Seattle, WA",Warranty Repair,Mobile Service,2026-04-20,98.2,Completed
"Seattle, WA",Cabin/HEPA Filter Replacement,Service Center,2026-04-20,95.0,Cancelled
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-04-20,75.9,Rescheduled
"Chicago, IL",Warranty Repair,Service Center,2026-04-20,62.7,Cancelled
"Denver, CO",12V Battery Service,Service Center,2026-04-20,90.7,Cancelled
"Toronto, ON",Brake Fluid/Caliper Service,Mobile Service,2026-04-20,96.8,Completed
"Denver, CO",12V Battery Service,Service Center,2026-04-20,83.1,Rescheduled
"Denver, CO",Brake Fluid/Caliper Service,Mobile Service,2026-04-20,63.3,Completed
"Austin, TX",Brake Fluid/Caliper Service,Mobile Service,2026-04-20,79.4,Cancelled
"Fremont, CA",Tire Rotation,Service Center,2026-04-20,77.0,Completed
"Toronto, ON",Collision Repair,Mobile Service,2026-04-20,53.1,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Mobile Service,2026-04-20,91.3,Cancelled
"Fremont, CA",Brake Fluid/Caliper Service,Mobile Service,2026-04-20,100.0,Cancelled
"Fremont, CA",Alignment,Mobile Service,2026-04-20,80.9,Rescheduled
"Chicago, IL",Cabin/HEPA Filter Replacement,Service Center,2026-04-20,63.9,Completed
"Denver, CO",Tire Rotation,Service Center,2026-04-20,86.1,Cancelled
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-04-20,97.3,Completed
"Seattle, WA",Cabin/HEPA Filter Replacement,Service Center,2026-04-20,80.2,Cancelled
"Denver, CO",Collision Repair,Service Center,2026-04-20,63.8,Completed
"Austin, TX",12V Battery Service,Service Center,2026-04-20,98.2,Cancelled
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-04-20,97.7,Completed
"Fremont, CA",Tire Rotation,Mobile Service,2026-04-20,76.7,Rescheduled
"Seattle, WA",Cabin/HEPA Filter Replacement,Mobile Service,2026-04-20,65.6,Completed
"Denver, CO",Alignment,Service Center,2026-04-20,97.2,Completed
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-04-20,77.5,Completed
"Austin, TX",Tire Rotation,Service Center,2026-04-20,64.3,Completed
"Toronto, ON",Alignment,Mobile Service,2026-04-20,78.5,Completed
"Toronto, ON",Cabin/HEPA Filter Replacement,Mobile Service,2026-04-20,83.8,Cancelled
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-04-20,65.7,Completed
"Chicago, IL",Warranty Repair,Service Center,2026-04-20,47.1,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Service Center,2026-04-20,100.0,Rescheduled
"Austin, TX",Cabin/HEPA Filter Replacement,Collision Center,2026-04-20,100.0,Completed
"Chicago, IL",Tire Rotation,Mobile Service,2026-04-20,57.0,Cancelled
"Seattle, WA",Tire Rotation,Service Center,2026-04-20,75.3,Completed
"Toronto, ON",Brake Fluid/Caliper Service,Service Center,2026-04-20,74.2,Completed
"Seattle, WA",Cabin/HEPA Filter Replacement,Service Center,2026-04-20,63.8,Completed
"Seattle, WA",Collision Repair,Mobile Service,2026-04-20,95.4,Completed
"Toronto, ON",Brake Fluid/Caliper Service,Service Center,2026-04-20,62.2,Cancelled
"Denver, CO",12V Battery Service,Mobile Service,2026-04-20,100.0,Cancelled
"Toronto, ON",Alignment,Mobile Service,2026-04-20,64.1,Cancelled
"Chicago, IL",Alignment,Service Center,2026-04-20,87.2,Completed
"Denver, CO",Warranty Repair,Service Center,2026-04-20,100.0,Completed
"Toronto, ON",Alignment,Mobile Service,2026-04-20,69.6,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-04-20,82.1,Completed
"Denver, CO",12V Battery Service,Mobile Service,2026-04-20,66.9,Completed
"Denver, CO",Collision Repair,Service Center,2026-04-20,55.4,Completed
"Chicago, IL",Cabin/HEPA Filter Replacement,Service Center,2026-04-20,59.3,Completed
"Denver, CO",12V Battery Service,Mobile Service,2026-04-20,74.8,Rescheduled
"Austin, TX",Tire Rotation,Service Center,2026-04-20,99.3,Cancelled
"Seattle, WA",Collision Repair,Service Center,2026-04-20,76.6,Completed
"Fremont, CA",12V Battery Service,Mobile Service,2026-04-20,78.7,Cancelled
"Seattle, WA",Alignment,Service Center,2026-04-20,86.1,Completed
"Seattle, WA",Warranty Repair,Mobile Service,2026-04-20,97.2,Rescheduled
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-04-20,92.6,Cancelled
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-04-20,79.2,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-04-20,77.3,Completed
"Toronto, ON",Alignment,Mobile Service,2026-04-20,83.8,Cancelled
"Austin, TX",Alignment,Service Center,2026-04-20,84.7,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-04-21,82.4,Completed
"Fremont, CA",Alignment,Mobile Service,2026-04-21,82.7,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Mobile Service,2026-04-21,80.8,Completed
"Chicago, IL",12V Battery Service,Mobile Service,2026-04-21,69.7,Cancelled
"Denver, CO",Brake Fluid/Caliper Service,Mobile Service,2026-04-21,61.9,Rescheduled
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-04-21,100.0,Cancelled
"Chicago, IL",Warranty Repair,Service Center,2026-04-21,72.2,Completed
"Chicago, IL",Brake Fluid/Caliper Service,Mobile Service,2026-04-21,57.1,Completed
"Fremont, CA",Tire Rotation,Service Center,2026-04-21,62.9,Completed
"Fremont, CA",Tire Rotation,Mobile Service,2026-04-21,80.3,Completed
"Chicago, IL",Collision Repair,Service Center,2026-04-21,100.0,Completed
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-04-21,45.2,Completed
"Chicago, IL",12V Battery Service,Service Center,2026-04-21,90.1,Completed
"Seattle, WA",Alignment,Service Center,2026-04-21,56.2,Completed
"Fremont, CA",Warranty Repair,Mobile Service,2026-04-21,73.7,Cancelled
"Seattle, WA",Cabin/HEPA Filter Replacement,Mobile Service,2026-04-21,70.9,Cancelled
"Chicago, IL",12V Battery Service,Mobile Service,2026-04-21,84.1,Cancelled
"Toronto, ON",Brake Fluid/Caliper Service,Mobile Service,2026-04-21,78.3,Completed
"Seattle, WA",12V Battery Service,Service Center,2026-04-21,64.6,Cancelled
"Seattle, WA",12V Battery Service,Mobile Service,2026-04-21,75.0,Completed
"Chicago, IL",Collision Repair,Service Center,2026-04-21,86.2,Completed
"Toronto, ON",Tire Rotation,Mobile Service,2026-04-21,94.2,Rescheduled
"Denver, CO",Alignment,Mobile Service,2026-04-21,55.2,Cancelled
"Chicago, IL",Cabin/HEPA Filter Replacement,Mobile Service,2026-04-21,83.2,Completed
"Toronto, ON",Tire Rotation,Service Center,2026-04-21,94.3,Completed
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-04-21,74.6,Cancelled
"Austin, TX",Warranty Repair,Mobile Service,2026-04-21,93.2,Completed
"Denver, CO",Brake Fluid/Caliper Service,Collision Center,2026-04-21,70.2,Cancelled
"Austin, TX",Warranty Repair,Mobile Service,2026-04-21,92.3,Rescheduled
"Denver, CO",Warranty Repair,Service Center,2026-04-21,82.0,Completed
"Denver, CO",12V Battery Service,Service Center,2026-04-21,95.2,Rescheduled
